应用沙盒,com.meizu.pps,false,7.3.109,47168,0,0
图库海外版,com.meizu.media.gallery,true,7.7.5-2018080318,344928,0,0
应用沙盒,com.meizu.pps,false,7.3.9,21873,0,0
mzbbs,com.meizu.flyme.flymebbs,false,4.0.1,75778,0,0
电量管理海外版,com.meizu.battery,true,7.3.101-2018080317,46686,0,0
电量管理海外版,com.meizu.battery,true,7.0.5-2018080317,52797,0,0
手机管家海外版,com.meizu.safe,true,5.1.80-2018080317,384820,0,0
语音助手,com.meizu.voiceassistant,false,7.0.25,170110,0,0
视频,com.meizu.media.video,false,7.4.0,305232,28,4.0
时钟,com.android.alarmclock,false,7.3.6,65130,0,0
音乐海外版,com.meizu.media.music,true,7.2.3-2018080309,140899,0,0
相机,com.meizu.media.camera,false,8.0.47,141236,0,0
图库海外版,com.meizu.media.gallery,true,7.7.5-2018080218,344876,0,0
OneMind,com.meizu.alphame,false,2.1.5,21986,0,0
应用沙盒,com.meizu.pps,false,7.3.8,24318,0,0
系统更新,com.meizu.flyme.update,false,7.3.14,137560,1,0
Flyme云服务,com.meizu.mzsyncservice,false,7.8.0,76753,2,2.0
音乐海外版,com.meizu.media.music,true,7.2.3-2018080215,140888,0,0
邮件,com.android.email,false,3.2.12,169131,27,4.0
换机助手,com.meizu.datamigration,false,2.1.6,72679,33,11.0
换机助手,com.meizu.datamigration,false,2.1.5,72679,33,11.0
游戏中心,com.meizu.flyme.gamecenter,false,7.3.1,302932,95,15.0
家庭守护,com.meizu.netcontactservice,false,5.6.1,295049,21,10.0
查找手机服务,com.meizu.flyme.service.find,false,7.0.16_beta,43998,0,0
相机,com.meizu.media.camera,false,8.0.46,141152,61,15.4
邮件,com.android.email,false,3.2.11,169131,0,0
音乐海外版,com.meizu.media.music,true,7.2.3-2018080118,140497,0,0
录音机,com.android.soundrecorder,false,7.0.22,63248,66,6.1
picker,com.meizu.picker,false,1.4.33,176603,22,4.0
picker,com.meizu.picker,false,1.4.32,176603,22,4.0
通讯大数据,com.flyme.telecom.usagedata.service,false,1.2.4,8786,0,0
音乐海外版,com.meizu.media.music,true,7.2.3-2018080114,140497,0,0
